"conc_group","filter_ok_unter_gok","HA","kf_bez","gwn_mean","sand_depth_weighted_mean","corg_gehalt_depth_weighted_mean","Makroporen_rounded","area_sentinel_id_14","area_sentinel_id_16"
"2",17.4,"P","2",204.275238037109,92.8125,0.8686,"1",81633.3333333333,25666.6666666667
"2",4,"P","3",192.240768432617,25.8938,5.16,"2",264584.933530181,139477.648811974
"1",17,"P","2",85.9577102661133,70.33129,0.946,"1",0,4066.66666666667
"1",5.5,"P","2",111.099174499512,55.36254,1.634,"2",4413.77028524876,503974.296618844
"1",36,"P","2",157.877136230469,74.237853,1.548,"1",0,160560.496195185
"1",11.93,"P","2",75.5180130004883,92.8125,0.8686,"1",1925.8760869503,9798.89084808528
"1",7.5,"K","1",13.7685585021973,14.21438,3.44,"2",188573.50257776,17798.0534254418
"1",2.5,"P","3",172.589660644531,66.35631,1.548,"1",3100,30988.2894581805
"1",24,"P","2",84.862060546875,12.9465,1.032,"1",133.333333333333,13729.1267012556
"1",5.7,"P","2",172.0087890625,92.8125,1.892,"1",0,13920.0274962039
"1",7.5,"P","2",116.196708679199,66.5625,0.989,"2",0,26597.4316999161
"1",42,"P","3",215.270034790039,19.80803,3.3282,"1",0,9966.66666666667
"1",42,"P","2",138.757171630859,92.8125,1.0664,"1",10036.000201044,222252.914490586
"2",6.1,"P","2",170.999435424805,19.74599,2.666,"2",10000,148238.134494641
"1",5.4,"P","2",52.5143280029297,92.8125,0.7826,"1",0,5593.6276890968
"1",1,"P","2",249.981796264648,19.74599,2.666,"2",33.3333333333333,248480.670630792
"1",16.5,"P","2",159.825134277344,46.225085,1.161,"2",3333.33333333333,47278.0870967234
"2",3,"P","2",141.874908447266,58.02508,2.322,"2",195440.948775922,12825.8490944902
"1",4.7,"P","2",215.298645019531,92.8125,1.677,"1",0,14501.2709016601
"1",16,"K","1",129.509948730469,38.7907,6.063,"1",0,26648.7723032633
"2",3.27,"P","2",88.526969909668,15.1885,1.935,"2",415094.544877151,91572.3505101021
"1",8.83,"P","2",122.794212341309,13.1011,4.902,"2",164263.904896967,17066.6666666667
"2",4.3,"P","2",84.5964279174805,22.580005,1.29,"2",129974.209844761,231418.679424987
"1",24,"P","2",87.7112579345703,86.95315,0.946,"1",0,49533.3333333333
"1",1.3,"P","2",176.719421386719,92.8125,0.5246,"1",38992.5448067098,65857.6701171851
"1",13.96,"P","2",148.495758056641,92.8125,1.247,"1",0,17820.4976389185
"1",26,"P","2",137.793060302734,85.78128,3.096,"1",0,6755.92125443121
"1",19.5,"P","2",97.8538284301758,79.8938,0.86,"1",39234.1934960335,19613.5335894922
"1",6.39,"P","2",53.3089752197266,92.8125,2.236,"1",0,0
"2",15,"P","3",172.113143920898,60.47505,1.548,"2",24322.2994796932,692877.670844079
"1",9.65,"P","2",199.041366577148,92.8125,1.247,"1",0,36278.3909382919
"1",14.4,"P","2",87.8270645141602,92.8125,0.9288,"1",0,200
"1",22.9,"P","2",60.0848693847656,70.77502,1.548,"1",4666.66666666667,81903.0284954856
"1",6.8,"K","2",87.8267364501953,45.2344,0.645,"1",733.333333333333,3800
"2",19,"P","2",87.2691040039062,55.67504,1.032,"2",126934.457141001,26173.6318615382
"1",21,"P","2",79.923469543457,70.77502,1.548,"1",337105.185011796,65095.6979980857
"1",3.82,"P","2",9.10790824890137,86.95315,3.268,"1",0,90709.1902048085
"1",23.1,"P","2",20.8808422088623,92.8125,0.9288,"1",66894.3850097809,23133.3333333333
"1",9.3,"P","2",49.6583442687988,92.8125,0.9288,"1",0,56195.2714299007
"1",2,"P","2",175.629745483398,19.74599,2.666,"2",0,492928.602778329
"1",22.99,"P","2",59.9615631103516,86.601589,0.9718,"1",0,23533.3333333333
"2",33.2,"K/Ka","2",83.7760772705078,15.04934,1.118,"2",0,26567.454122752
"1",5.2,"P","2",28.6260719299316,17.634872,3.7668,"2",424597.008473584,10466.6666666667
"1",2,"P","2",218.292709350586,13.1011,4.902,"2",4433.33333333333,20508.3549990008
"1",10.1,"P","2",86.1877899169922,92.8125,1.376,"1",23291.2882342032,564165.084851677
"2",10,"P","2",76.9184112548828,92.8125,1.0664,"1",6922.04186786687,102289.790036707
"1",9.9,"P","2",79.9521026611328,66.5625,2.15,"2",0,0
"1",1.14,"P","2",205.356857299805,92.8125,2.064,"1",5467.57669969132,23035.0066178401
"2",16,"P","2",155.875732421875,86.601589,0.9718,"1",0,42766.6666666667
"1",3,"K","2",34.8900489807129,15.8843,1.376,"2",0,7476.4959700716
"1",10.2,"P","2",83.384391784668,73.490675,0.387,"1",0,24157.8436110169
"1",8.4,"K/Ka","1",68.7158737182617,20.66434,2.15,"3",261030.128071691,197924.305707229
"1",35,"K","2",69.6436233520508,39.93601,1.419,"1",168074.383257263,1506.27360437065
"2",6.35,"P","2",56.4262619018555,71.831295,2.279,"2",39517.8849279143,2566.66666666667
"1",2,"P","2",109.405258178711,92.8125,0.946,"1",0,18048.4445771188
"1",26,"K","2",551.738098144531,81.6119,2.4252,"1",0,3529.72735576332
"1",6,"P","2",143.01350402832,12.9465,1.548,"1",0,1766.66666666667
"1",15.01,"K","1",88.7697219848633,74.16254,2.322,"1",1702.29335427284,8587.51255075137
"1",17.5,"P","2",117.38648223877,92.8125,0.5246,"1",33.3333333333333,29293.1195638143
"1",11.85,"P","2",169.247024536133,92.8125,2.4854,"1",0,45566.6666666667
"1",54,"P","2",4.69193077087402,14.21438,3.44,"2",53553.974194966,14736.4003333574
"1",44,"P","2",48.8677101135254,55.67504,1.032,"2",0,73033.3333333333
"1",13.5,"P","2",96.3711242675781,22.580005,1.29,"2",47560.1546473557,361585.445508667
"2",7.01,"P","2",60.4417457580566,46.94383,1.505,"2",359538.528883196,2374.66086248557
"2",12.99,"P","3",184.269332885742,22.5938,2.15,"3",0,22633.3333333333
"2",4.95,"K","2",86.916015625,22.84962,2.838,"3",147051.039051848,75566.5590087752
"2",4,"P","2",88.0614929199219,86.64376,1.032,"1",24433.3333333333,47205.3128123904
"1",0.5,"P","2",130.35954284668,27.58132,3.354,"1",27638.1809434698,384679.180919075
"1",31,"P","2",93.928092956543,55.04067,1.634,"2",0,4566.66666666667
"1",9,"P","2",84.0176315307617,92.8125,2.064,"1",2633.33333333333,4555.55136700471
"1",9,"P","2",88.5576934814453,86.95315,1.376,"1",0,34866.6679760747
"2",4.5,"P","2",184.491516113281,32.5001,1.548,"3",966.666666666667,28037.0084367537
"1",15,"P","2",78.2623901367188,92.8125,0.9288,"1",0,221497.348455548
"2",4.1,"P","3",196.23454284668,27.492265,1.548,"2",17766.6666666667,410649.821525599
"1",21,"P","2",100.867485046387,92.8125,1.376,"1",0,2914.16863066455
"1",2,"K","1",128.517608642578,76.576914,1.4018,"1",2600,15284.4022293886
"1",1.1,"P","2",211.167755126953,92.8125,0.774,"1",21736.9872565692,23153.0402542873
"1",6,"P","2",224.04411315918,89.7375,0.946,"1",33.3333333333333,3794.76711352666
"1",17,"P","2",23.2717552185059,52.8795,2.236,"1",0,33.3333333333333
"1",5.7,"P","2",91.2620010375977,60.40002,2.15,"2",33.3333333333333,0
"1",6,"K","1",29.1142311096191,14.21438,2.666,"2",89969.802055601,27666.6666666667
"1",8.3,"P","3",188.826950073242,60.47505,1.548,"2",39299.6870553587,663075.277441492
"1",5.7,"P","2",117.498504638672,92.8125,1.376,"1",0,104.365865389506
"2",4,"P","2",123.460464477539,77.0938,1.2814,"1",136015.852968074,9773.53356381257
"1",18,"P","2",232.514755249023,92.8125,2.881,"1",0,10366.6666666667
"1",63.6,"K","1",102.054962158203,31.9438,1.505,"1",466655.922213885,17795.3062097232
"1",8.1,"P","2",123.189765930176,92.8125,0.043,"1",0,11836.9887446364
"1",9,"P","2",60.1586990356445,79.1719,0.774,"1",7287.62894164717,23519.0061026718
"1",4.5,"P","2",24.3370532989502,92.8125,1.376,"1",17650.0298975656,356860.272443152
"1",16.8,"P","2",205.643341064453,71.231593,1.548,"1",2833.33333333333,113115.901366912
"1",47.98,"P","2",64.3735046386719,92.8125,1.376,"1",0,30566.6666666667
"1",8,"P","2",100.804008483887,92.8125,2.408,"1",0,4400
"1",8,"P","2",97.0130310058594,92.8125,1.0664,"1",0,55228.7953265011
"1",18.9,"P","3",237.380950927734,66.35631,1.548,"1",12966.6666666667,13400
"2",7.5,"P","2",161.528274536133,66.5625,0.989,"2",0,665070.996937486
"2",1.66999999999999,"P","2",160.914642333984,86.601589,0.9718,"1",0,29731.8005354085
"1",12,"K","1",116.830375671387,15.1885,1.548,"2",4066.66666666667,22568.2028382046
"1",35,"K/Ka","3",133.557266235352,54.895325,1.548,"1",233.333333333333,121999.146515131
"2",17,"K/Ka","2",174.734573364258,22.5938,1.548,"1",8110.92952018553,16199.5886544387
"1",6.37,"P","2",60.1454925537109,71.301585,1.548,"2",45464.6821609086,1226.32440829184
"1",5.5,"P","2",73.6086730957031,64.31256,1.548,"2",0,51973.9341009088
"1",6.94,"P","2",157.407669067383,74.16254,2.322,"1",0,229.705609877904
"2",14.6,"K/Ka","2",125.713706970215,65.5313,1.6125,"1",3634.5103239563,2717.47334996859
"1",38.87,"P","2",32.2645378112793,92.8125,0.5246,"1",1006.67129711558,2966.66666666667
"1",42.4,"K/P","2",92.2041091918945,92.8125,2.6316,"1",4333.33333333333,17378.4996832255
"1",5.7,"P","1",200.948883056641,42.88756,4.816,"2",51533.3333333333,41285.287197493
"1",46.85,"P","2",158.517959594727,92.8125,0.8686,"1",11098.3361960282,162824.991374121
"1",5,"P","2",247.653366088867,92.8125,1.677,"1",4488.06872428395,63430.4616481066
"2",5.62,"P","2",73.9284057617188,15.420165,2.537,"2",147740.635712088,1073457.93438301
"1",12.5,"P","2",210.942016601562,66.5625,0.989,"2",0,690109.057584577
"1",30,"P","2",103.25757598877,89.7375,0.946,"1",0,0
"1",3.13,"P","2",171.068664550781,92.8125,2.365,"1",14272.1822749591,9066.66666666667
"2",9.4,"P","2",134.102554321289,86.601589,0.9718,"1",598650.10380866,109494.298578958
"1",13,"P","2",198.15478515625,92.8125,0.774,"1",0,54978.265868851
"1",10.5,"P","3",91.3172760009766,84.023475,1.29,"1",0,33.3333333333333
"2",5.1,"P","2",144.409164428711,92.8125,0.8686,"1",230074.341039704,5402.01834871744
"1",65,"P","2",72.8420639038086,72.978175,1.376,"1",0,21182.622268796
"2",2,"P","2",186.343292236328,92.8125,2.064,"1",0,26925.2915624471
"1",13,"P","2",65.3478393554688,68.673455,2.15,"2",32900,47855.2269993272
"2",3.65,"P","2",178.452682495117,50.058831,1.935,"2",0,41344.1479693865
"2",14,"K","2",95.0862274169922,39.93601,1.419,"1",0,26807.8351324628
"1",5.2,"P","2",178.026977539062,92.8125,1.29,"1",0,2733.33333333333
"1",8,"P","2",52.243221282959,86.95315,0.946,"1",231999.574841115,16792.6640611452
"1",20,"P","2",98.2825698852539,83.38128,0.258,"1",87971.9370865936,26866.6666666667
"1",17.1,"P","3",237.964736938477,12.99288,1.548,"2",0,33.3333333333333
"2",30,"P","2",75.5271987915039,39.4166164556962,1.63291139240506,"2",106763.528167978,32933.3333333333
"1",5,"K","1",47.7058601379395,14.21438,3.44,"2",1000,100
"1",3,"P","2",181.633178710938,92.8125,1.677,"1",0,13676.1813323945
"1",18,"P","2",119.570526123047,89.7375,0.946,"1",33.3333333333333,20362.246522106
"1",9,"P","2",31.4892292022705,59.000055,1.032,"2",37646.8124717164,235946.645571
"1",37.5,"P","2",57.0081901550293,92.8125,0.774,"1",2666.66666666667,52347.0853486603
"1",19,"K","1",73.1004791259766,26.08095,2.58,"1",0,266.666666666667
"2",26.09,"P","2",171.772811889648,74.9219,1.548,"1",36762.5275537372,166803.502521881
"1",25,"P","2",106.167175292969,88.882825,0.645,"1",0,100
"2",12.4,"P","2",187.529312133789,31.26994,1.935,"1",65375.1149777323,1933.33333333333
"1",22,"K","1",41.6047744750977,69.5714428571429,2.21142857142857,"2",0,0
"1",7,"P","3",114.594688415527,60.47505,1.548,"2",2133.33333333333,142910.502867898
"1",12.03,"K","1",86.5096054077148,66.5625,2.709,"1",0,6718.95686086888
"2",7.66,"P","2",126.805061340332,86.64376,1.032,"1",55666.6666666667,136953.96759389
"2",8.8,"P","3",98.3810119628906,26.72737,4.128,"3",179536.959628061,59690.2934205486
"1",4.2,"P","2",111.93293762207,49.63597,1.419,"2",15926.4830983554,4933.33333333333
"1",11.99,"P","2",145.005737304688,74.16254,2.322,"1",0,200
"1",28.69,"P","2",51.1488914489746,55.67504,1.032,"2",175798.077827967,5200
"1",49,"P","2",143.120269775391,78.66567,1.548,"1",272163.375485543,54378.3303358359
"2",6.1,"P","2",88.4693069458008,31.26994,1.935,"1",46901.7182701755,7066.66666666667
"1",4,"P","2",182.186584472656,92.8125,0.5246,"1",0,26079.7472640435
"1",4,"P","2",57.6811447143555,71.831295,2.279,"2",71444.4634586291,42628.7847679108
"2",17,"P","2",205.061096191406,92.8125,0.8686,"1",0,6627.05681100488
"1",6.7,"P","2",41.9154396057129,72.978175,1.376,"1",0,10820.5402570466
"2",11.48,"P","2",50.0523338317871,13.1011,4.902,"2",174190.202658431,220736.30997582
"1",4,"P","2",95.9575881958008,55.36254,1.634,"2",90014.9021986251,692453.492312798
"1",15,"P","2",84.6439895629883,92.8125,0.9288,"1",0,94216.4017523328
"1",9,"P","2",34.4592742919922,92.8125,0.7826,"1",48033.3333333333,103509.58934327
"2",2.3,"K/Ka","2",65.1014556884766,22.5938,2.3822,"1",7700,7633.33333333333
"1",6.05,"P","2",145.178512573242,81.0938,0.774,"1",24781.5658235212,102915.850872475
"1",2,"P","2",35.3299942016602,31.157885,3.225,"3",71517.8362564631,16886.1601440653
"1",8.57,"P","2",118.884948730469,83.38128,0.258,"1",0,153617.880788795
"1",13.99,"P","2",81.5576477050781,84.95315,0.946,"1",0,35226.2207154961
"1",4.7,"P","3",151.161575317383,19.74599,2.666,"2",18532.4449478692,237536.055107111
"1",4.49,"K/P","2",116.177841186523,69.33754,1.204,"1",166.666666666667,166.666666666667
"1",1.62,"P","2",168.942367553711,92.8125,1.247,"1",0,6050.85306636562
"1",27,"P","2",209.345367431641,92.8125,2.322,"1",12233.3333333333,65176.8641980986
"1",2.49,"K","1",67.4101028442383,73.42815,0.516,"1",0,3625.34731204311
"1",10.88,"P","2",120.966339111328,92.8125,2.064,"1",0,22582.625486863
"1",20.9,"P","2",73.4518966674805,82.32815,0.688,"1",0,11166.6666666667
"1",43.5,"P","2",103.533241271973,92.8125,1.0664,"1",0,0
"1",30,"P","2",140.746719360352,52.53756,1.634,"2",63344.8556367502,17742.864274901
"1",8.75,"P","2",97.0155258178711,86.64376,1.032,"1",3992.68023396532,21643.0323620094
"1",11,"P","2",220.37158203125,92.8125,1.0664,"1",1027.91077640431,5798.28891735524
"1",20,"K","1",32.2532386779785,19.24891,2.322,"2",217045.806364425,66.6666666666667
"1",14,"P","2",204.568618774414,92.8125,2.021,"1",0,67731.6993366927
"1",14,"P","3",192.200164794922,27.492265,1.548,"2",3802.55419705063,35222.5940615249
"2",6,"P","2",131.695922851562,22.84962,2.838,"3",469885.663301618,888328.783350727
"1",5.8,"K","1",156.019515991211,72.86563,1.634,"1",10628.1934098052,26700
"1",12.82,"P","2",14.379243850708,16.02188,1.032,"1",141727.843734165,13718.2502925474
"2",2,"P","2",186.546783447266,61.07191,2.064,"2",170175.486962519,12589.820168113
"1",54,"K","1",75.6246109008789,26.08095,2.58,"1",266.666666666667,10800
"2",16.2,"P","3",179.76579284668,19.74599,2.666,"2",52983.188550132,1245739.39856738
"1",9,"P","2",65.0588150024414,92.8125,0.9288,"1",0,33.3333333333333
"1",13.8,"P","3",187.466812133789,19.74599,2.666,"2",27383.6977412009,1052441.25708434
"2",12.2,"P","2",213.500625610352,55.04067,1.634,"2",4833.33333333333,30434.8109861884
"1",12,"P","2",117.989112854004,84.023475,1.29,"1",751.412630081177,147769.570440531
"1",1.5,"P","3",164.649444580078,21.17029,1.548,"2",111715.61611039,404252.179604233
"2",16.68,"P","2",136.303405761719,81.0938,0.774,"1",87006.0617935902,21569.9000071036
"2",1,"P","2",159.452239990234,31.26994,1.935,"1",12033.3333333333,11005.7731141647
"1",18,"K","1",64.528694152832,26.08095,2.58,"1",0,3079.10185284612
"1",15,"P","2",5.16690254211426,15.60598,2.752,"2",233792.452379605,9564.46457263082
"1",31,"P","2",225.623840332031,92.8125,1.763,"1",0,164137.105079174
"1",4.8,"K","1",171.428482055664,22.5938,2.3822,"1",4833.33333333333,266.666666666667
"1",9,"K","1",86.8044128417969,92.8125,0.774,"1",0,11967.6453496019
"2",20,"P","2",183.476867675781,89.7375,0.946,"1",144094.677107687,79638.6734887958
"1",11.45,"P","2",77.9068374633789,68.673455,2.15,"2",0,5188.04991319776
"2",6.56,"P","2",129.605209350586,20.66434,2.15,"3",0,40022.0336434742
"2",6,"P","2",192.585800170898,54.211,1.29,"1",0,633.333333333333
"2",4.5,"P","2",79.0686874389648,62.2344,1.72,"2",0,33.3333333333333
"1",2,"P","2",87.5411682128906,27.58132,3.354,"1",48000,94838.5027421638
"1",18,"K/Ka","2",130.011535644531,13.6537,2.279,"1",0,15678.9090727766
"1",7.13,"K","1",209.509307861328,92.8125,2.064,"1",54371.2364848082,136988.346637677
"1",7,"P","2",214.561996459961,92.8125,1.72,"1",0,29400.4550632982
"2",8,"P","3",120.788459777832,17.11544,1.548,"3",72057.5227325126,577205.135030605
"1",2.5,"P","3",217.346237182617,51.88757,4.859,"1",0,10966.6666666667
"2",42,"K","2",57.3276519775391,12.033618,1.634,"2",0,3054.09702734517
"1",21,"P","2",9.56804084777832,82.22503,0.258,"1",0,112649.019808447
"2",1.49,"P","2",158.596221923828,15.81258,3.354,"3",112874.999716513,21486.1144642646
"2",17,"P","2",129.357086181641,66.5625,0.989,"2",31012.9048805878,50669.8186976835
"1",3,"P","2",100.867485046387,92.8125,1.376,"1",0,2914.16863066455
"2",6.15,"P","2",45.6837272644043,55.36254,1.634,"2",186395.603088336,868283.776248653
"1",11,"P","2",232.907333374023,66.5625,0.989,"2",0,0
"1",17.3,"K/Ka","2",12.8673858642578,14.21438,3.44,"2",224184.648772598,40779.4550394019
"1",3.15,"P","2",224.454238891602,92.8125,1.806,"1",10433.3333333333,2471.76107938091
"1",13.07,"P","2",250.784423828125,92.8125,2.838,"1",0,166.666666666667
"1",7,"P","2",85.2999649047852,92.8125,2.064,"1",0,96951.905305736
"1",45,"P","2",126.409698486328,92.8125,1.118,"1",4300,350269.965758827
"1",34,"P","3",158.12663269043,19.74599,2.666,"2",22756.2409232789,61417.4339324585
"2",8,"P","2",152.753646850586,31.26994,1.935,"1",35090.5842081178,341896.250424563
"2",12,"K","1",102.291198730469,15.88649,0.774,"2",0,0
"1",12.65,"P","2",90.0666961669922,86.64376,1.032,"1",19019.3135483626,18162.7143809572
"1",7.87,"P","2",146.931930541992,64.31256,1.548,"2",0,63497.5697351037
"2",8.46,"P","2",132.330657958984,82.06253,0.774,"1",23233.3333333333,57216.6966906128
"1",11.2,"P","2",94.6705322265625,13.5289,11.094,"3",0,7193.54737702136
"1",4.4,"P","3",182.720581054688,64.78444,1.5652,"1",0,9840.15596111616
"2",10.4,"P","2",151.253356933594,17.36972,1.978,"3",41776.40001749,116992.509441419
"2",6,"P","2",154.912139892578,92.8125,0.8686,"1",266.666666666667,2922.74019786467
"1",24,"P","2",118.670082092285,65.5313,2.58,"1",2200,180101.586221197
"1",80.06,"K/Ka","2",207.560775756836,18.73488,1.806,"3",0,433.333333333333
"2",17,"P","2",135.226989746094,46.225085,1.161,"2",0,5516.82652235031
"1",32.99,"K/P","2",85.1244201660156,18.277892,0.817,"2",0,29513.5032446259
"1",6.1,"P","3",212.867630004883,64.78444,1.5652,"1",0,0
"1",67,"K","2",40.3509216308594,26.59426,2.408,"2",0,0
"1",62,"K","1",109.755523681641,92.8125,2.6316,"1",0,44210.6584611426
"1",5.9,"K","2",134.900680541992,65.5313,1.6125,"1",93414.1653529562,51510.5965180769
"1",4.06999999999999,"P","2",135.877288818359,25.8938,5.16,"2",0,0
"2",15,"P","3",240.752243041992,54.37193,1.548,"2",66.6666666666667,35533.3333333333
"2",4.4,"P","3",183.444839477539,60.84382,1.806,"1",196288.06742226,669290.006946351
"1",10,"P","2",205.930862426758,92.8125,0.5246,"1",12467.604188039,19133.3333333333
"1",13.5,"P","2",163.551376342773,86.64376,1.032,"1",0,0
"2",5.6,"K","1",74.9747924804688,12.033618,1.634,"2",0,33.3333333333333
"1",15,"P","2",244.754364013672,75.28128,0.774,"1",3933.33333333333,8702.74515425166
"1",10,"P","2",204.561813354492,92.8125,0.8686,"1",20919.0918088216,25203.4743669288
"1",9,"P","3",220.367324829102,54.37193,1.548,"2",952.148756633202,87848.9159346985
"1",25,"P","2",125.237014770508,85.78128,0.774,"1",0,23153.2784742691
"1",2.7,"P","2",200.019866943359,74.00318,1.032,"1",0,433.333333333333
"1",7.5,"P","3",147.852462768555,33.5938,1.548,"2",15080.9456299855,314136.909633857
"1",8,"P","3",164.296829223633,52.50942,1.806,"3",8100,63609.5762730323
"1",9.8,"P","2",91.9734954833984,92.8125,1.376,"1",0,54258.5235414711
"1",30,"P","2",126.071022033691,92.8125,0.774,"1",0,28112.0911233069
"1",34,"K","1",237.719329833984,38.82663,2.365,"1",0,0
"1",24.09,"K","2",67.5833282470703,15.8843,3.225,"2",0,0
"1",25.8,"K/Ka","1",246.835479736328,22.5938,2.3822,"1",0,1900
"1",38,"P","2",53.1887054443359,69.4188,1.29,"1",0,20683.2733207305
"2",15.2,"P","2",77.4963073730469,15.420165,2.537,"2",153888.351118989,1395081.98363663
"1",3,"P","2",59.185619354248,83.057849,1.9178,"1",0,123348.532198866
"1",30,"P","2",69.412223815918,92.8125,1.376,"1",0,8473.38953216871
"1",3,"P","2",235.541641235352,92.8125,1.892,"1",0,3433.33333333333
"1",75,"P","2",158.988372802734,92.8125,1.72,"1",166.666666666667,34001.1754510303
"1",17,"K/Ka","2",16.1711406707764,14.21438,3.44,"2",212846.64543035,26166.6666666667
"2",8,"P","2",167.5205078125,89.7375,0.946,"1",2203.5956154267,33793.0702290478
"1",4.7,"P","2",105.526405334473,89.7375,0.946,"1",76052.3854907504,118403.443784189
"2",18.3,"P","3",274.544769287109,60.47505,1.548,"2",85175.1563652108,44900
"1",34,"P","2",224.509353637695,92.8125,0.8686,"1",0,58697.99190859
"1",39.3,"K","2",87.4269409179688,12.033618,1.634,"2",0,33.3333333333333
"1",9,"P","2",85.9694671630859,58.9532,1.806,"1",0,5202.62357915441
"2",11,"P","2",50.7260932922363,72.378175,1.376,"1",400,133.333333333333
"1",14,"K","2",112.609916687012,83.38128,0.215,"1",4633.33333333333,766.666666666667
"2",17.7,"P","2",128.955154418945,13.03926,2.15,"2",18134.757947425,2633.33333333333
"2",9.2,"P","2",163.915573120117,86.601589,0.9718,"1",170146.853119348,19036.5736296866
"1",3.2,"P","2",68.0778045654297,85.78128,1.032,"1",17600,11338.5992256304
"1",23,"P","2",66.7578430175781,92.8125,0.258,"1",0,52343.3506943285
"1",0,"P","3",160.76823425293,26.72737,4.128,"3",501304.064705006,10237.4676245886
"2",2,"P","2",106.02806854248,19.69961,3.354,"3",357098.096329102,328825.699085224
"1",5,"P","2",52.0894393920898,71.831295,2.279,"2",88966.6666666667,5772.22045985982
"2",7.8,"P","3",178.757339477539,32.03132,2.0382,"1",0,1393.05428887407
"1",20.5,"P","2",228.972885131836,92.8125,0.8686,"1",79166.6666666667,5840.49796263377
"1",0.3,"P","3",148.553192138672,19.74599,2.666,"2",7233.31650843223,309836.369187795
"1",26.24,"P","3",240.635665893555,54.37193,1.548,"2",0,7800
"1",12,"P","3",401.064086914062,53.33288,2.451,"1",0,11166.6666666667
"2",19,"P","2",169.016479492188,15.8843,2.666,"2",65750.823204229,116415.725811074
"1",4,"K","2",106.098320007324,39.93601,1.419,"1",43543.2944514827,18945.4226821661
"2",41,"P","2",160.687957763672,52.53756,1.634,"2",0,75285.3583201264
"1",9.4,"K","1",142.176849365234,30.332043,1.634,"2",0,12275.6025006374
"2",10.5,"P","2",184.891555786133,76.44378,1.548,"1",325069.340620817,26866.6666666667
"1",19,"K","1",73.8639602661133,92.8125,2.6316,"1",0,1248.66714777114
"1",13.2,"P","2",61.612247467041,86.95315,1.376,"1",0,0
"1",8.40000000000003,"K/P","2",177.056701660156,41.35005,0.602,"1",0,24118.705961147
"2",6.63,"P","2",169.117736816406,64.31256,1.548,"2",48260.5427126606,31428.1943807724
"1",7.1,"P","2",109.476951599121,92.8125,0.5246,"1",0,15425.6545939536
"1",1.5,"P","3",184.97834777832,13.1011,16.942,"1",0,47778.919641821
"1",16.92,"P","2",158.638153076172,92.8125,0.8686,"1",11417.3794774339,163014.959912833
"2",5,"P","2",53.591007232666,46.94383,1.505,"2",217808.409035377,4597.91242758777
"1",52,"K","1",100.529273986816,30.332043,1.634,"2",1474.07684028149,23041.2706861583
"2",4.5,"P","2",19.5625686645508,55.59852,3.483,"2",0,22839.5774568121
"2",10.5,"P","2",148.364379882812,86.601589,0.9718,"1",83882.4487231126,121828.547110843
"1",33.6,"K/P","2",123.27872467041,24.01026,1.978,"2",1633.33333333333,48578.5140441363
"1",19,"K","1",168.314193725586,67.735335,0.4472,"1",0,81666.6666666667
"1",33,"K/Ka","2",17.9081439971924,13.7969,2.58,"2",168393.610243203,174293.709856968
"2",20,"P","2",167.84797668457,66.5625,1.032,"2",349941.009908513,457771.666228185
"1",60,"K/Ka","2",21.4449691772461,14.4927,1.72,"2",0,700
"1",37,"K","2",97.271484375,56.37505,1.72,"2",0,133.333333333333
"1",2.2,"K","1",207.380920410156,27.492265,1.548,"2",0,11495.2442243074
"1",22,"P","2",98.9557189941406,65.5313,2.58,"1",0,46580.6433178834
"2",7.23,"P","2",191.353225708008,69.72505,1.548,"2",37400,15900
"1",58,"P","1",135.849548339844,36.53135,1.548,"2",3333.33333333333,917.852924764156
"1",3,"P","2",216.140960693359,60.170345,2.193,"1",0,113037.308634082
"1",10.2,"P","2",240.51432800293,55.36254,1.634,"2",223.790016025305,5966.66666666667
"2",8,"P","2",196.348114013672,15.8843,2.666,"2",5087.61119674891,2800
"1",6.9,"P","3",220.809463500977,72.193776,2.1328,"1",6766.66666666667,4333.33333333333
"1",5.04,"P","2",204.592437744141,92.8125,4.1796,"1",0,21527.899452881
"1",24.88,"K","1",137.61735534668,21.92285,3.182,"3",0,34842.3232540721
"1",32,"P","2",55.822868347168,92.8125,0.9288,"1",0,2000
"1",24,"P","2",120.54955291748,92.8125,1.29,"1",0,9066.66666666667
"1",24,"P","2",44.9498519897461,85.78128,1.032,"1",52841.2496822964,65910.910662283
"2",15.3,"P","2",206.981872558594,16.80542,1.634,"3",27077.0372052158,193648.821825722
"1",4.5,"P","2",179.052337646484,64.31256,1.548,"2",114874.530069512,17429.9886624018
"2",4.9,"K/Ka","2",62.600284576416,22.5938,2.3822,"1",8633.33333333333,23634.8488704612
"1",17,"K/Ka","2",111.467185974121,29.69186,5.719,"1",0,27208.1832502493
"1",80,"K","2",151.017578125,23.578175,1.892,"1",5500,3755.18348203332
"1",38.5,"K","2",38.4859619140625,39.93601,1.419,"1",5700,97069.4796492656
"1",7,"K/Ka","1",10.2742490768433,65.00944,1.548,"2",0,243796.312763037
"2",23,"P","2",184.500869750977,92.8125,0.8686,"1",0,93604.8314892997
"1",18,"P","2",118.48046875,84.95315,0.774,"1",0,94343.4310035664
"1",33.5,"P","2",77.5410842895508,92.8125,0.9288,"1",0,10264.4096467644
"2",6.03,"P","3",178.600189208984,74.9219,1.548,"1",90822.4641475223,2200
"2",42,"K","2",38.5786743164062,26.732895,1.72,"1",132366.666666667,31314.4943449472
