"conc_group","filter_ok_unter_gok","HA","kf_bez","gwn_mean","sand_depth_weighted_mean","corg_gehalt_depth_weighted_mean","Makroporen_rounded","area_sentinel_id_14","area_sentinel_id_16"
"1",3,"P","2",178.695251464844,92.8125,2.365,"1",0,23453.1388977213
"1",5.5,"P","3",204.153717041016,63.57035,1.419,"1",0,0
"2",11,"K/P","2",121.247924804688,13.93606,1.548,"2",0,4666.66666666667
"1",31,"P","2",81.0369567871094,86.601589,0.9718,"1",0,313.188535968463
"2",15.15,"P","2",96.0247344970703,92.8125,0.8686,"1",0,0
"1",35.4,"P","3",122.832244873047,47.8438,1.548,"2",3000,146976.185929495
"2",6,"P","2",146.457015991211,84.60941,0.774,"1",16604.6324700913,26400
"2",14.3,"P","3",246.595367431641,54.37193,1.548,"2",0,41060.3930929986
"1",8,"P","3",280.555786132812,53.33288,2.451,"1",1.25994918247064,0
"1",20,"K","2",64.536979675293,92.8125,2.6316,"1",0,266.666666666667
"1",12,"P","3",420.588531494141,53.33288,2.451,"1",0,3561.48269474506
"1",12.1,"P","3",248.007553100586,51.88757,4.859,"1",0,17165.3959728818
"1",8,"P","2",123.562438964844,92.8125,1.247,"1",15458.495395879,102161.295263872
"2",4,"P","2",128.907836914062,31.26994,1.935,"1",0,0
"1",11,"P","2",65.760871887207,86.601589,0.9718,"1",0,14008.9695090409
"1",3.14,"P","2",59.6512413024902,92.8125,3.698,"1",0,1866.66666666667
"2",4.07,"P","2",116.907035827637,56.846915,3.354,"2",120077.105494387,250025.773581599
"1",5.17,"P","2",231.23908996582,92.8125,2.064,"1",2066.66666666667,4675.18901109276
"2",7.99999999999999,"P","2",154.465789794922,53.16884,1.978,"2",0,25533.8540200594
"1",7.5,"P","2",56.4131240844727,92.8125,0.9288,"1",0,4600
"1",5.2,"P","2",17.9817924499512,84.023475,1.29,"1",4932.19461646028,99970.2370978193
"1",18,"P","2",140.968383789062,54.34504,3.053,"1",433.333333333333,34577.447700842
"1",12.2,"P","2",89.2137680053711,92.8125,0.7826,"1",0,1933.33333333333
"1",48,"P","2",190.51628112793,92.8125,1.72,"1",0,72158.6206418772
"1",9.7,"K","1",198.754669189453,72.193776,2.1328,"1",0,15866.6666666667
"2",7.5,"K","1",138.966217041016,22.5938,2.3822,"1",33.3333333333333,566.666666666667
"1",13,"P","2",127.099800109863,55.67504,1.032,"2",666.666666666667,14943.8603305258
"1",20,"P","2",178.166564941406,92.8125,1.892,"1",0,8236.5956261754
"2",5.96,"P","3",199.330688476562,72.88128,1.806,"1",37852.1194738646,198612.710301392
"2",44,"K","2",93.5148239135742,12.033618,1.634,"2",0,0
"1",0.85,"P","3",43.2037582397461,60.47505,1.548,"2",21400,19292.6032160292
"1",29,"P","2",99.9140014648438,72.378175,1.376,"1",0,0
"1",12,"P","2",16.5218200683594,92.8125,1.376,"1",0,66.6666666666667
"1",5.1,"P","3",205.578155517578,59.68754,0.774,"1",20491.408633433,40545.6077063922
"1",3.7,"P","2",127.971939086914,70.33129,0.946,"1",0,4782.6658119758
"2",7.11,"P","2",139.848571777344,21.77217,2.494,"3",0,358191.844453678
"1",60,"P","2",87.4360733032227,92.8125,1.0664,"1",0,0
"2",7.93,"P","2",0,46.65558,0.86,"2",35368.2284473519,590.185762399824
"2",37,"P","1",187.306411743164,29.48633,1.1352,"1",0,6151.55255248149
"1",3,"P","2",124.794960021973,46.94383,1.505,"2",600,0
"2",1.3,"P","3",240.947494506836,26.72737,4.128,"3",2000,26056.615299227
"1",11.3,"P","2",77.8947448730469,86.64376,1.032,"1",6961.97207306201,28065.409931913
"2",34,"K/Ka","1",248.459457397461,22.5938,2.3822,"1",0,9841.42656842402
"1",29,"P","3",136.464004516602,45.000075,4.515,"2",0,6575.96601943175
"2",5,"P","2",82.4807815551758,59.62508,1.29,"1",114981.453094131,445634.298644037
"1",28,"P","2",213.559112548828,92.8125,0.8686,"1",0,50593.9053662587
"1",4.25,"P","2",169.630508422852,72.88128,1.806,"1",0,9573.85738817975
"1",24,"P","2",87.5689926147461,86.601589,0.9718,"1",0,4861.48343546471
"1",7,"P","2",35.6750335693359,43.4501,3.612,"1",527216.579963596,8411.75854625302
"1",4,"P","2",91.176513671875,86.95315,1.376,"1",0,2233.33333333333
"1",4.9,"P","2",86.5361862182617,54.87505,1.806,"2",0,0
"2",88,"K/Ka","2",58.9503936767578,33.26569,2.064,"2",104590.621206133,17371.5489968017
"2",2,"P","2",150.731674194336,92.8125,1.892,"1",0,27794.2549912337
"2",10,"P","2",68.1149444580078,86.601589,0.9718,"1",0,0
"1",5,"P","2",58.1558036804199,92.8125,2.236,"1",308435.865318188,241.68186650301
"2",20,"K/Ka","1",175.532379150391,29.69186,5.719,"1",0,55200
"1",24.1,"P","2",4.17084932327271,13.1011,3.354,"2",220240.062018468,32652.9977536707
"2",10.4,"P","2",170.835296630859,86.64376,1.032,"1",0,152894.80352646
"1",6,"K","1",127.100517272949,42.6063,3.956,"2",268.223444838077,14209.457304546
"1",25.5,"P","2",94.4713592529297,92.8125,0.129,"1",0,0
"2",17.68,"P","2",198.752258300781,27.54695,3.225,"2",0,0
"2",1.54000000000002,"K","1",126.736427307129,21.92285,3.182,"3",0,100
"1",55.8,"P","2",102.196319580078,49.72506,1.548,"2",0,70899.0326851606
"2",22.05,"P","2",150.201065063477,77.0938,2.8638,"1",0,14757.6726674878
"2",12.5,"K/Ka","2",158.14192199707,22.5001,6.45,"2",49479.8061280783,2133.33333333333
"1",2,"P","2",83.2295227050781,37.88074,5.59,"2",2701.85053848666,22766.6666666667
"2",10,"P","2",156.321716308594,92.8125,1.0664,"1",23310.7851355531,93930.0859779275
"1",15.4,"P","2",163.421768188477,43.574127,1.72,"2",0,11309.7978989904
"1",12,"P","3",298.204132080078,55.58129,1.806,"1",0,59933.3333333333
"2",4.7,"K","1",145.053970336914,25.42054,1.548,"3",0,19030.9311524499
"1",73,"P","2",47.8578033447266,92.8125,0.9288,"1",0,0
"1",2.4,"K","2",366.497833251953,76.906914,3.0272,"1",0,66.6666666666667
"1",11.1,"P","2",79.2932510375977,92.8125,1.118,"1",94630.9442681228,57430.307240353
"2",18,"P","2",168.111358642578,55.04067,1.634,"2",42976.8265545368,38731.2353405277
"1",22.85,"P","2",95.1453018188477,46.94383,1.505,"2",0,0
"2",5,"K/Ka","2",141.88232421875,30.2938,1.032,"1",802.398991544032,51300
"1",60.16,"P","2",55.506233215332,55.04067,1.634,"2",0,33481.6253193499
"1",27,"K","1",113.147163391113,66.5625,2.15,"2",0,4026.95457463463
"1",5.2,"P","3",312.074096679688,53.33288,2.451,"1",0,0
"1",11.15,"P","2",87.2303771972656,61.481315,1.032,"1",23184.4170277636,17767.9112338771
"1",70.2,"K","1",69.8157806396484,42.7626,2.5714,"1",33.3333333333333,400
"1",17.1,"K","1",144.669509887695,27.70178,1.376,"1",0,116980.765434933
"1",24.4,"P","2",125.194618225098,86.95315,1.376,"1",0,0
"1",10.4,"P","2",198.440017700195,31.26994,1.935,"1",32666.6666666667,4903.68895347152
"1",2,"P","2",260.579132080078,53.33288,2.451,"1",0,43374.9023760358
"2",4,"K/Ka","2",152.019241333008,31.26994,1.935,"1",5400,22715.16811525
"2",10.8,"P","2",104.540771484375,86.95315,0.946,"1",4494.15772669017,19734.6446579943
"1",5.2,"P","2",57.2979011535645,12.9465,4.171,"2",47366.6666666667,46357.6069251324
"1",1.9,"P","2",182.118850708008,42.08135,1.548,"3",0,33.3333333333333
"1",24,"P","2",177.505020141602,69.00005,1.032,"1",781.241005534927,61397.6890382047
"1",10,"K","1",120.72998046875,46.955065,5.4954,"1",0,166.666666666667
"2",49.25,"P","2",117.551963806152,21.29248,1.978,"3",221307.364042745,628958.997634041
"1",22.9,"P","2",73.7016906738281,92.8125,0.946,"1",0,2233.33333333333
"1",13.2,"P","2",71.0980987548828,92.8125,2.408,"1",0,77977.6478073021
"2",8.15,"K/P","1",202.224411010742,45.3126,1.806,"2",0,46152.8337656908
"1",9,"P","2",201.054626464844,83.43754,0.774,"1",0,0
"1",43,"P","2",63.4834671020508,79.8938,0.86,"1",76633.3333333333,20009.6077478491
"1",35.2,"K","2",100.186538696289,58.9532,1.806,"1",0,5166.66666666667
"1",42,"P","2",118.79598236084,49.72506,1.548,"2",0,20780.8219110147
"2",7,"P","2",13.4213714599609,13.1011,4.902,"2",0,33.3333333333333
"2",4.8,"P","3",304.502899169922,19.74599,2.666,"2",700,9366.66666666667
"1",3.92,"P","2",107.794921875,73.490675,0.387,"1",0,7430.15919579193
"1",19.1,"P","2",65.1814346313477,38.6782,1.72,"2",46480.9691632458,81633.2430577798
"1",9.45,"P","2",142.216827392578,82.22503,0.258,"1",466.666666666667,160101.844354409
"1",11.67,"P","2",103.215805053711,46.94383,1.505,"2",0,33.3333333333333
"1",7,"P","3",51.3397521972656,37.88074,5.59,"2",8708.56854369243,0
"2",3.08,"P","2",190.956909179688,92.8125,1.892,"1",0,177847.408176983
"1",14,"P","2",156.421234130859,74.237853,1.548,"1",13649.5788523306,37599.2492311945
"1",5.4,"P","2",106.911293029785,12.9465,5.16,"1",0,4333.33333333333
"1",38.04,"K/P","2",82.0090408325195,31.9438,1.505,"1",0,0
"1",14.88,"P","2",112.284637451172,34.387576,2.5112,"1",33.3333333333333,44903.8149303427
"1",4.5,"P","2",69.2124938964844,92.8125,1.376,"1",0,6233.33333333333
"2",6,"P","2",149.622619628906,66.5625,1.032,"2",0,7972.63774375121
"1",8.41999999999999,"K","1",139.791519165039,15.41938,1.548,"2",22755.1308936512,170733.552976496
"1",19,"P","2",158.922988891602,92.8125,1.72,"1",166.666666666667,34004.3033778667
"1",2,"P","2",224.289611816406,92.8125,1.677,"1",33.3333333333333,66.6666666666667
"1",1.53,"P","2",211.533447265625,92.8125,2.064,"1",37133.3333333333,17233.5670720475
"2",29.5,"K/Ka","2",114.752998352051,22.626716,9.5632,"1",51563.0556174864,10101.8046869586
"2",64,"K/Ka","2",114.27237701416,28.9063,1.935,"2",32482.4066336412,5421.89570159147
"2",33,"K/Ka","2",32.9151649475098,17.81175,6.063,"1",36867.5100935913,11501.8686362853
"1",31.5,"P","2",64.1664886474609,69.67502,1.548,"1",0,0
"1",7.1,"P","2",225.043884277344,92.8125,1.032,"1",0,8233.33333333333
"1",57.23,"K","2",90.4573516845703,24.97529,1.548,"2",15901.5784879526,25470.6815994966
"1",3.55,"P","2",42.4583015441895,92.8125,1.376,"1",0,5533.33333333333
"2",2.7,"P","2",153.006454467773,50.058831,1.935,"2",157233.333333333,11666.6666666667
"1",6.7,"P","2",100.025787353516,31.26994,1.935,"1",0,1639.60173695814
"1",9.51000000000001,"P","2",167.635498046875,27.70178,1.376,"1",0,1966.66666666667
"1",21,"P","2",96.1655960083008,65.61568,1.72,"1",0,10237.743114323
"1",7,"P","2",62.8833885192871,70.80471,7.955,"2",0,0
"1",7.77,"P","2",157.786346435547,64.31256,1.548,"2",6670.90406237791,0
"1",5.5,"P","2",115.176216125488,85.78128,1.032,"1",0,1192.60460999212
"2",7,"K/Ka","1",105.371604919434,22.5938,2.3822,"1",24229.6741575003,11700
"1",15,"K","2",80.9744415283203,69.5714428571429,2.21142857142857,"2",0,13244.0914484134
"1",10,"P","3",232.082168579102,58.48131,1.29,"2",0,0
"1",9,"P","2",86.7328262329102,77.0938,0.774,"1",0,0
"1",6,"P","2",76.2521438598633,92.8125,0.9288,"1",0,0
"1",49,"P","2",225.94450378418,92.8125,0.774,"1",0,3823.19540977478
"2",19.6,"K","1",139.068542480469,59.63754,3.5088,"1",0,3133.33333333333
"1",6.5,"P","2",67.8282775878906,86.95315,1.376,"1",0,0
"1",11,"P","3",467.846893310547,53.33288,2.451,"1",0,0
"1",18,"K","2",117.581336975098,31.83849,4.644,"2",1933.33333333333,14017.6271678773
"1",13.1,"K/P","2",73.9140167236328,32.979955,1.677,"2",0,8567.43695223025
"2",14.54,"P","2",169.532577514648,89.7375,0.946,"1",9233.33333333333,6133.33333333333
"2",2,"P","2",179.530731201172,61.07191,2.064,"2",112300,79.024254065007
"1",10.8,"P","2",327.703460693359,44.80633,3.354,"1",0,0
"2",6,"K","1",148.748245239258,12.033618,1.634,"2",100,635.449257244666
"1",30,"K","1",22.5876865386963,31.9438,1.505,"1",0,17266.6666666667
"1",23.5,"K/Ka","2",82.6706695556641,11.741154,0.774,"3",0,93.9006132384141
"1",17.04,"P","1",118.859832763672,74.237853,1.548,"1",0,1604.33104162415
"1",1,"K/Ka","2",109.972938537598,20.51536,1.032,"1",0,0
"1",66,"P","2",143.943374633789,84.78128,0.645,"1",0,0
"1",50,"P","1",159.357055664062,21.48792,1.032,"1",0,54757.1587705839
"1",10,"P","2",43.7337989807129,18.06079,3.096,"2",30588.9677952194,40093.2682446126
"1",10,"K","1",166.678833007812,14.4927,1.72,"2",188585.479635422,0
"1",14,"P","3",217.811569213867,42.84071,1.548,"2",6366.66666666667,58059.570422993
"1",65,"P","2",67.284423828125,92.8125,0.9288,"1",0,33220.4950104157
"1",6.5,"K","1",177.239807128906,25.6012,2.838,"2",0,2266.99831758936
"1",16,"K","2",114.211547851562,92.8125,2.6316,"1",0,1500
"1",15.14,"K","1",134.055221557617,25.42054,1.548,"3",0,6680.16907952357
"1",2.3,"P","2",111.425331115723,89.7375,0.946,"1",121423.600503458,4866.66666666667
"1",25,"P","2",67.3966903686523,92.8125,0.9288,"1",0,0
"1",0.4,"P","2",197.690643310547,22.5938,2.3822,"1",6533.33333333333,3143.54849920298
"1",39.05,"P","2",53.6361312866211,92.8125,1.376,"1",0,0
"1",14,"P","2",92.0555114746094,89.7375,0.946,"1",0,33700
"2",7,"P","2",229.863891601562,66.5625,0.989,"2",0,1298.5821757776
"1",6,"P","3",35.8517646789551,78.82503,1.032,"1",0,33.3333333333333
"1",8,"P","2",103.533241271973,92.8125,1.0664,"1",0,0
"1",72,"P","2",63.5880699157715,92.8125,1.032,"1",2598.19585968895,6784.69699124495
"2",50,"K","2",79.2167663574219,52.9844,3.225,"2",139354.85376733,0
"1",43,"P","2",113.835754394531,88.882825,0.645,"1",0,0
"1",13.5,"P","2",45.4644393920898,69.67502,1.548,"1",125721.319972332,16860.1460000811
"1",21.28,"P","2",103.332969665527,55.36254,1.634,"2",25255.1097167656,133105.88151128
"1",2.95,"P","3",200.622512817383,19.74599,2.666,"2",0,15846.4534999369
"2",9,"K","1",150.690170288086,12.033618,1.634,"2",100,633.333333333333
"1",25,"P","2",136.753219604492,86.601589,0.9718,"1",0,30199.0566942841
"1",26.85,"K/P","1",158.801376342773,15.420165,2.537,"2",133.333333333333,0
"2",18,"P","2",133.602828979492,32.983565,3.01,"1",0,0
"1",10.2,"P","2",103.194389343262,92.8125,1.548,"1",825.573022166888,1157.37263361613
"1",7.6,"P","2",69.3315887451172,92.8125,0.9288,"1",0,3066.66666666667
"1",5.45,"P","2",41.7665328979492,86.95315,0.774,"1",12600,35908.8452220584
"2",5.1,"P","3",180.586242675781,54.37193,1.548,"2",6633.33333333333,56022.5254209011
"1",8.8,"P","2",52.2959251403809,92.8125,2.15,"1",0,6800
"1",28,"K","1",51.8625602722168,36.065705,2.021,"1",0,66.6666666666667
"1",33.8,"P","2",169.900573730469,92.8125,2.064,"1",3867.09050585826,13003.6772337868
"1",2,"P","2",30.4902858734131,50.058831,1.935,"2",533.333333333333,3825.05673157672
"1",7,"P","2",106.115821838379,70.03129,1.118,"1",0,13366.6666666667
"2",5.5,"P","2",193.923828125,92.8125,2.064,"1",3200,477533.359510762
"1",28,"P","2",100.867485046387,92.8125,1.376,"1",0,2914.16863066455
"1",22,"P","2",44.140308380127,31.9438,1.505,"1",0,6701.20871442681
"1",17.2,"P","2",61.3415679931641,86.601589,0.9718,"1",0,0
"2",4.5,"K","1",116.22575378418,22.5938,2.3822,"1",0,533.333333333333
"1",8.5,"P","2",100.774314880371,60.40002,2.15,"2",0,0
"1",23,"P","3",413.105895996094,65.4375,2.58,"2",0,0
"1",23.75,"P","2",163.314346313477,33.62868,0.473,"1",13033.3333333333,0
"1",7.2,"P","1",63.3385696411133,71.098175,1.29,"1",61597.4351667743,27802.9662367364
"2",20.8,"P","2",201.856338500977,86.601589,0.9718,"1",26983.0202882644,7566.66666666667
"1",1,"P","2",132.118789672852,89.7375,0.946,"1",0,13521.7827217173
"1",5.37,"P","2",52.6030578613281,12.9465,4.171,"2",18228.4403011668,0
"1",47.95,"K/Ka","3",226.581039428711,18.73488,1.806,"3",0,18570.4247732957
"1",38,"K","2",151.404296875,28.53758,1.634,"3",0,933.333333333333
"1",7,"P","2",129.15885925293,92.8125,1.376,"1",0,17586.7622236256
"2",21.42,"P","2",102.101501464844,55.36254,1.634,"2",26258.7866762032,145131.748897344
"1",14,"P","3",519.416259765625,65.4375,2.58,"2",0,0
"1",58,"P","2",58.5181541442871,54.80008,0.86,"1",0,5771.25064978997
"1",29,"P","2",7.24167490005493,86.95315,0.516,"1",66.6666666666667,33.3333333333333
"1",13.6,"P","2",99.1430740356445,92.8125,0.7826,"1",0,4666.66666666667
"2",28.7,"K","2",83.2150192260742,12.033618,1.634,"2",0,0
"1",8.5,"P","2",49.1664581298828,92.8125,1.376,"1",33.3333333333333,56301.5674787379
"2",5.09999999999999,"P","2",188.852966308594,92.8125,2.064,"1",789.776601518194,20500
"1",10.5,"P","2",107.604141235352,92.8125,0.86,"1",0,0
"1",50,"P","2",46.181324005127,92.8125,0.9288,"1",0,0
"2",6.6,"P","2",91.9438018798828,56.846915,3.354,"2",185264.574628661,347679.981301936
"1",4.2,"P","2",25.0182456970215,14.21438,3.44,"2",97978.6125308625,33106.5642013835
"1",6.36,"P","2",191.897766113281,92.8125,2.15,"1",0,0
"1",5.9,"P","2",73.22998046875,92.8125,1.376,"1",0,1600
"1",3.5,"P","2",135.567504882812,92.8125,1.247,"1",0,8974.81900254885
"1",5.14,"P","1",86.5145568847656,53.16884,1.978,"2",0,5766.66666666667
"2",3,"P","3",154.612854003906,31.26994,1.935,"1",0,900
"2",0.65,"K/Ka","2",61.4248123168945,22.5938,2.236,"1",0,9190.23936218582
"1",49,"P","2",23.247615814209,52.8795,2.236,"1",0,33.3333333333333
"1",10.1,"P","2",85.0320816040039,92.8125,1.376,"1",0,12122.9775714397
"1",7,"P","1",86.4497451782227,73.93441,0.774,"1",100,7306.75160400569
"2",58,"K/Ka","2",192.049743652344,20.369375,1.333,"1",0,25430.8104522837
"1",11.03,"P","2",77.929801940918,90.46876,1.118,"1",0,13877.390919489
"1",3.3,"P","2",32.987434387207,69.4188,1.29,"1",151980.727273971,29525.225903963
"1",11.83,"P","2",150.911392211914,15.41938,2.322,"2",6618.57550162046,0
"1",11.22,"P","2",127.124694824219,46.94383,1.505,"2",0,4087.15797153612
"2",3.6,"P","3",240.215835571289,42.6063,3.956,"2",0,4933.33333333333
"2",11.8,"P","2",43.576602935791,15.474275,1.419,"2",0,4280.89583910878
"1",9.5,"P","2",91.0638732910156,86.95315,1.376,"1",0,2233.33333333333
"2",11,"K/Ka","2",88.8775253295898,31.26994,1.935,"1",152196.94114153,12519.2687715404
"2",14,"P","2",182.948394775391,92.8125,1.72,"1",0,33.3333333333333
"2",9,"P","2",166.639389038086,92.8125,1.0664,"1",0,0
"1",52,"P","2",75.5463562011719,72.978175,1.376,"1",0,0
"1",70.5,"K","2",47.011848449707,52.9844,3.225,"2",0,66.6666666666667
"2",27.29,"K/Ka","2",103.744415283203,18.93434,1.204,"2",0,105665.953850864
"1",8.8,"P","3",166.346603393555,19.74599,2.666,"2",0,219607.853187778
"1",27.8,"K/Ka","2",203.736328125,12.99288,1.548,"2",20.389761030674,2533.33333333333
"1",9.2,"P","2",46.6097106933594,92.8125,1.032,"1",0,66.6666666666667
"2",13.6,"P","2",146.845352172852,31.26994,1.935,"1",0,54961.1509829527
"2",0,"K/Ka","2",177.386169433594,29.69186,5.719,"1",0,100
"2",2,"K/Ka","2",122.714408874512,22.5938,2.3822,"1",0,7785.52741809536
"2",6,"K/Ka","1",54.3034019470215,20.66434,2.15,"3",183583.555199654,133.333333333333
"1",5.2,"P","2",150.210144042969,13.1011,4.902,"2",0,1769.27451193333
"1",2.5,"K/Ka","2",189.879119873047,20.3197,1.935,"2",0,366.666666666667
"1",4.5,"K/P","2",131.039489746094,61.69382,2.064,"1",0,48473.613760372
"2",5.9,"P","3",186.834533691406,18.73488,1.763,"1",35242.8704008072,225364.747408389
"1",25,"P","2",44.5251960754395,48.254755,1.548,"2",0,0
"1",5,"P","3",14.8157510757446,31.9438,1.505,"1",116600.425838376,5956.79261176847
"1",20.6,"P","2",106.692497253418,15.474275,1.419,"2",0,10500
"1",38.1,"K","1",56.2519073486328,14.515336,0.774,"2",0,0
"2",8.75,"P","2",107.46768951416,21.77217,2.494,"3",61795.8020349344,1331491.11282794
"2",16.5,"P","2",83.7877960205078,14.4927,1.72,"2",647310.796696677,5600
"1",0.5,"P","2",13.7906637191772,89.29689,3.268,"1",0,11058.7095761051
"1",11.6,"P","3",197.119049072266,58.48131,1.29,"2",0,33.3333333333333
"1",60,"P","2",78.5034027099609,92.8125,0.9288,"1",0,2560.62549054623
"1",50.7,"K","1",27.8484401702881,16.613399,2.15,"2",218062.788755972,16310.7138209045
"2",7,"P","2",129.098373413086,22.84962,2.838,"3",305116.362356324,489330.071370291
"1",4,"P","2",51.5215377807617,92.8125,3.698,"1",0,56800
"2",11.2,"P","2",108.899627685547,71.231593,1.548,"1",0,152432.7111873
"1",10,"P","2",196.411972045898,56.44382,2.15,"1",27733.3333333333,28533.3333333333
"2",11.5,"P","2",215.604736328125,16.80542,1.634,"3",66561.6987443359,123090.672001118
"1",17.3,"P","2",171.167724609375,92.8125,2.064,"1",0,33.3333333333333
"2",15,"K/Ka","1",86.7304077148438,15.474275,1.419,"2",170924.4649601,0
"1",2,"P","3",331.412780761719,45.000075,4.515,"2",0,33.3333333333333
"2",20.6,"P","3",147.589981079102,19.74599,2.666,"2",0,5538.53737882649
"1",16,"P","2",106.14232635498,92.8125,0.7826,"1",0,0
"1",6.1,"P","2",83.2930221557617,92.8125,1.892,"1",0,24881.0894404538
"1",5,"P","3",155.602264404297,33.62868,0.473,"1",0,8033.33333333333
"1",12.1,"K","1",133.117568969727,31.5586443037975,1.63291139240506,"2",24167.8801390187,54795.7112816473
"1",22,"P","2",65.2672348022461,92.8125,1.376,"1",0,0
"1",11.36,"P","2",98.120231628418,86.95315,0.1806,"1",0,21333.3333333333
"2",4.35,"P","2",45.4874572753906,89.7375,0.946,"1",71176.2047679396,5594.12624349352
"1",5.9,"P","2",35.0503768920898,86.95315,3.268,"1",0,12541.5196021398
