"conc_group","filter_ok_unter_gok","HA","kf_bez","gwn_mean","sand_depth_weighted_mean","corg_gehalt_depth_weighted_mean","Makroporen_rounded","area_sentinel_id_1","area_sentinel_id_10","area_sentinel_id_12","area_sentinel_id_13","area_sentinel_id_14","area_sentinel_id_15","area_sentinel_id_16","area_sentinel_id_17","area_sentinel_id_18","area_sentinel_id_19","area_sentinel_id_2","area_sentinel_id_20","area_sentinel_id_21","area_sentinel_id_3","area_sentinel_id_4","area_sentinel_id_7","area_sentinel_id_9"
"1",5.56,"P","2",45.0201797485352,12.9465,4.171,"2",486526.159810889,1031343.08858069,148608.777588514,148705.8917329,0,0,5140.39954418937,0,200,0,196450.589185203,120735.596153898,100,175246.94128157,86891.0667599446,4712.98156684885,0
"2",4.2,"P","2",199.713516235352,13.1011,4.902,"2",76757.5390098616,355063.054961149,0,3133.33333333333,33.3333333333333,793.034656966726,21218.3962017453,0,337819.590452826,0,48786.0755945013,166527.431216865,489048.19655034,5966.66666666667,66505.2862745441,3300,9033.33333333333
"2",11.9,"P","2",174.712936401367,16.80542,1.634,"3",112024.775381334,92288.6453748302,17253.681211937,0,4433.33333333333,0,241020.325053716,0,103730.795758452,0,118120.47222667,320633.172501197,380706.396758248,200,12579.5732434218,0,1966.66666666667
"1",13,"P","3",144.503540039062,26.55632,1.72,"1",106868.417696934,407292.764212297,0,0,9514.46017174361,949.735273607075,27302.3931563677,18675.5886472917,33882.5950766914,0,8226.4409709877,123181.590735551,197202.45621947,0,12916.6563042032,33.3333333333333,33.3333333333333
"2",9.7,"P","2",113.101684570312,92.8125,1.548,"1",16566.6666666667,30866.2871485188,0,0,0,22964.9776674729,3700,0,9217.18234655758,0,7417.54403089484,76611.5847145906,33.3333333333333,181104.521575053,223630.271822462,60653.6137164963,74823.8270538807
"2",10.7,"P","3",219.817474365234,40.3407,1.548,"2",88851.1384243712,485998.479286432,20300.8321684192,0,0,0,133.333333333333,0,11069.9824132025,0,54299.731535301,183543.933767686,4737.9125593851,33.3333333333333,121019.684092018,0,0
"2",6,"P","2",32.4752235412598,50.058831,1.935,"2",477823.967849684,163208.596491211,383668.381257663,231024.317258354,103107.336860637,166.666666666667,533.333333333333,0,10166.6666666667,0,325468.947446772,342285.405726077,3733.33333333333,45651.5169037685,238936.925351159,20825.3559568844,30964.9123002503
"1",6,"P","2",8.60953426361084,92.8125,0.946,"1",37104.523292991,299874.156251383,49335.2802559268,30333.3333333333,0,0,39884.5075177203,0,0,0,0,93565.4493094826,0,166546.709587101,19799.7264405092,81903.4340842627,0
"2",3.5,"K/Ka","2",128.037307739258,31.26994,1.935,"1",339329.455684476,74550.9944230328,263822.41496506,0,0,2400,8138.38563645259,0,4885.8533680439,0,132817.214381458,131884.913853576,33.3333333333333,0,2533.33333333333,0,6254.98624795194
"1",38.9,"P","2",72.8605575561523,72.978175,1.376,"1",131433.333333333,134734.159546201,0,4370.71330454392,0,0,21287.9753827583,0,2033.33333333333,0,28179.8761084986,184312.575289985,833.333333333333,767910.99679187,83858.8954604963,8990.56746549904,66.6666666666667
"2",11.1,"P","3",217.820709228516,28.28132,3.053,"1",77943.0234547869,237352.411241926,44643.736624384,233.333333333333,4133.33333333333,300,19692.5911974618,0,332567.903121252,0,159836.194732761,182928.698985919,40552.9608146249,0,70326.1864013465,0,50279.9563250349
"1",14,"K/Ka","2",164.685333251953,54.54694,1.548,"2",60027.1124159977,37026.663413499,0,0,0,0,66.6666666666667,0,77884.0467975591,0,90.8594985802968,365066.851635968,21821.6118094201,164.090435827772,18952.5703973396,33.3333333333333,33.3333333333333
"2",8,"P","2",142.697723388672,92.8125,1.118,"1",20052.408327659,7933.33333333333,33.3333333333333,5275.09597216267,1866.66666666667,8500,50945.9155000746,0,0,0,6066.66666666667,143693.594317107,44.0066526954373,1052388.24879715,10719.2403407302,587431.151400002,35814.3896467533
"2",23.2,"P","2",48.8266906738281,77.0938,1.118,"1",390356.845004225,228877.787593533,116207.052094629,0,133.333333333333,105082.272646887,140829.771458763,0,154590.156352464,0,77566.6666666667,240014.584929369,123.068288962046,197005.794021327,26735.9872018298,111242.513660482,69646.4690077242
"2",6.5,"P","3",160.929321289062,28.28132,3.053,"1",126996.086465749,466235.433943859,0,0,66.6666666666667,0,32541.546177119,0,3066.66666666667,0,171944.594420989,134009.376169687,66.6666666666667,16300,108733.333333333,9066.66666666667,38766.6666666667
"1",5.76,"P","2",65.1501007080078,92.8125,2.236,"1",430929.107776205,172663.879424626,404308.692147316,49259.7337529471,2855.94283289587,0,44064.3859308368,0,66.6666666666667,0,192953.674837998,113182.414675485,0,60437.7784700831,19366.2550060079,13416.3840298541,5345.65330495437
"2",16,"P","2",155.875732421875,86.601589,0.9718,"1",0,345024.187286534,30677.5127409026,0,0,2066.66666666667,42766.6666666667,0,11604.7326803207,0,21385.243735152,83427.4865302878,0,44902.7143748691,10833.3333333333,6433.33333333333,0
"2",15.3,"P","3",151.323669433594,27.492265,1.548,"2",109261.149071773,337143.811685281,0,0,14666.6666666667,19300,325199.200330843,360507.912919068,133989.735006593,0,231013.621420584,143183.544219465,530432.11132738,0,28105.9470802546,0,6933.33333333333
"2",8.3,"P","3",188.826950073242,60.47505,1.548,"2",14786.4939566779,658353.3181422,0,0,39299.6870553587,3339.49932564671,663075.277441492,0,0,0,46286.7778554564,13100,52437.4093260228,2900,34406.9548765721,0,0
"2",12.14,"P","2",170.995971679688,92.8125,0.774,"1",0,636890.210932364,0,0,0,185073.12984468,391022.248012911,0,2313.0599151055,0,85470.6311304607,88084.4433733573,33.3333333333333,812623.063548852,1627.42611050295,11255.2662392457,0
"2",13,"P","3",237.666870117188,42.84071,1.548,"2",27169.8004839321,566267.604949193,28000,0,6366.66666666667,2433.33333333333,64026.4804134145,0,142385.334968549,0,48393.1508069237,232545.915366331,668388.972960934,2100,158992.769675133,5479.36949680249,4933.33333333333
"2",5.5,"P","2",115.176216125488,85.78128,1.032,"1",814509.156211752,623719.991006843,467119.725142904,0,0,0,1192.60460999212,0,6009.8495254914,0,334399.423440192,157047.092875474,0,19665.8711834384,5833.33333333333,36143.9102808221,0
"1",55.2,"K/Ka","1",172.927169799805,22.5938,1.548,"1",308914.029205862,67861.3745255473,192809.770901507,0,36039.471184959,0,773.159243911505,0,4466.66666666667,0,124758.669266182,99962.0694207212,3033.33333333333,0,184511.677404427,3678.25366457303,2893.98857282552
"2",18.5,"K/Ka","2",158.874755859375,15.88649,0.774,"2",299664.192069961,317057.188642285,195479.724303033,0,74953.7345465894,31900,1533.33333333333,0,48585.0676852337,0,118624.191382592,186684.387446645,134635.153760125,0,42729.9175465479,0,12611.7604494095
"2",16,"P","2",55.1454734802246,13.87386,2.15,"2",757540.683331389,0,682983.922547893,0,77933.3333333333,0,233.333333333333,0,2110.91563006242,0,420372.180869218,278050.545907316,833.333333333333,48433.6202516065,131932.699065268,46007.0232580105,2233.33333333333
"2",13.2,"P","2",121.775894165039,66.5625,0.989,"2",47353.9962872359,15398.0264065166,0,0,21106.8824677146,172532.563987634,207708.293872877,0,17768.7097282149,0,304506.039011185,57425.6991673261,45960.3966660496,165505.727514586,84106.9909492005,7933.33333333333,39252.7103655661
"2",17.9,"P","3",175.348449707031,60.47505,1.548,"2",134051.819730591,887198.717047957,92857.618233374,0,7426.43313993831,38568.1478632924,919125.73442655,0,3403.55939219395,0,218552.083910218,11935.1733677089,219589.830723091,0,69059.3815201602,33.3333333333333,23212.9595433207
"2",13.5,"K/Ka","1",83.6701049804688,20.2530333333333,0.43,"1",59076.1465937287,39198.1508718745,2578.3500512441,133.333333333333,5919.31583335002,945.37540168191,27908.2384778497,1229410.49286596,202050.769409809,0,3733.33333333333,229465.178219873,210523.610644456,0,3127.91356168066,0,866.666666666667
"2",5.8,"P","3",111.643310546875,17.11544,1.548,"3",115254.222202056,1095019.50282872,0,0,6000,144863.413761025,327874.776216711,97526.8712452251,79730.2685494761,0,134440.298340477,100709.466200384,446426.315580584,0,45152.6428111053,0,14266.6666666667
"2",4.07,"P","2",70.7101440429688,92.8125,2.064,"1",0,1346.08512744308,444.609590619802,1086.32300104946,0,0,17764.1052864492,0,0,0,18438.7585766536,134968.899696848,0,202644.395952183,0,17333.9099680229,29675.2127899478
"2",10,"P","2",60.1948890686035,71.098175,1.29,"1",173081.413035654,106201.022027511,135318.114345106,116400.082163445,77427.706530209,0,4933.33333333333,0,0,0,260052.459548859,31206.7429138968,0,303524.10014316,69380.3214349551,16554.5202071158,7933.33333333333
"2",5,"P","3",14.3164730072021,60.40002,2.15,"2",69057.0467773471,48504.6299502913,65214.9607830172,24709.6195600729,0,0,48981.4499317241,0,1791.79138240094,0,14712.9950141883,278572.296264397,6273.63066467806,76902.4402280066,25171.300667342,39.1915713747342,8500
"2",5,"P","3",279.363983154297,34.440725,1.677,"2",204977.112427994,1162050.22313118,0,0,6066.66666666667,6373.27892174944,9233.33333333333,0,175984.121465461,0,170239.056703265,223961.063577064,382051.544466914,1000,119095.635265356,33.3333333333333,0
"2",5.26,"P","3",195.890243530273,34.440725,1.677,"2",192987.183912475,656529.287695411,195.548893270704,2090.41749285534,0,4620.19215027491,127545.084306964,0,21161.3109200417,0,6264.72388835003,43864.670033142,78931.9529967732,0,44081.4005266565,33.3333333333333,33.3333333333333
"2",1.5,"P","2",169.068374633789,15.8843,2.666,"2",328170.013303599,636949.498340094,35892.6482096935,0,100,0,20300,45852.914978362,43348.0156968746,0,55144.8802397276,99919.6707130458,111970.200102797,500,62841.643234839,0,3300
"2",20,"P","2",118.477989196777,70.33129,0.946,"1",453271.378467488,222888.716786587,457972.610573906,15268.9215657301,79427.5260127397,85055.848052407,155984.593784624,0,9666.66666666667,0,438606.250091843,93319.6536221852,33.3333333333333,278717.588583588,13652.7135723426,0,88578.4994133447
"2",23.9,"P","2",210.909423828125,16.93667,1.548,"3",99604.8392709092,133930.797050685,54726.118114418,0,20329.7819813539,3566.66666666667,5658.35776266952,0,133.333333333333,0,45767.4269980285,92154.355435539,0,0,133760.155469225,0,19460.0203747551
"2",1.4,"P","3",214.322006225586,50.33758,3.87,"3",51744.2706430447,176150.399510642,16483.2350144822,0,2167.35049343357,0,8296.27858386132,0,22908.326404792,0,58447.7412951344,283183.551784583,6522.81941572825,0,110118.203183142,33.3333333333333,3059.86931128427
"1",22.9,"P","2",73.7016906738281,92.8125,0.946,"1",0,0,0,22989.5702461091,0,0,2233.33333333333,0,266.666666666667,0,0,78549.1446883961,166.666666666667,251571.421877365,0,14901.6019955277,0
"1",27,"P","2",95.2125625610352,86.95315,1.376,"1",35.1126752716179,600719.169721425,8782.00491021077,282467.772223265,0,1733.33333333333,56129.2917838941,0,1033.33333333333,0,400,231835.003148094,233.333333333333,209440.35755839,18048.8827029646,14756.9476382807,0
"2",26.6,"P","3",110.123237609863,60.47505,1.548,"2",116361.393986332,539210.995009068,0,0,5233.33333333333,3403.61324623227,171271.19456053,0,6300,0,109236.651807541,32171.2545706598,28276.8258635576,0,40879.8931314299,266.666666666667,877.532458802064
"2",7,"P","3",51.3397521972656,37.88074,5.59,"2",1067795.02265429,206559.071517027,586336.355971576,1408.45317672938,8708.56854369243,0,0,0,500,0,689516.676700549,120216.621127042,0,24658.6919109481,42328.6099210197,19103.1942012584,107096.181318297
"2",3.8,"K/Ka","2",93.5418167114258,22.5938,2.3822,"1",281855.38194433,40386.6377872978,14832.0730879864,0,40806.6156923771,0,54566.6666666667,0,48535.4486074134,0,41384.2416131694,275276.310210442,66343.8064037977,16733.3333333333,81794.3841176515,4000,10369.5722347746
"2",12,"P","3",298.204132080078,55.58129,1.806,"1",114146.03505268,615422.147885048,39339.1125360319,0,0,9900,59933.3333333333,0,11630.5325510601,0,229174.197639943,101418.601147675,28154.3389042839,0,198862.026125799,7490.21254579226,52200
"1",35.4,"P","3",122.832244873047,47.8438,1.548,"2",301769.138241274,885953.295046381,62712.4954291309,2466.66666666667,3000,25833.3333333333,146976.185929495,73731.8274238457,270460.888135243,0,38152.3893103004,110621.290665805,329401.034307258,0,12566.8011486142,0,18666.6666666667
"2",30.8,"K/Ka","2",17.615650177002,14.21438,3.44,"2",890965.405390478,21177.2077153602,536347.141042105,12375.0292185694,81048.8983674277,7817.33173893299,2379.58993117015,0,166.666666666667,0,236892.745158908,101932.275404905,0,14242.271775504,236905.140260948,4595.94932389446,106996.486777054
"2",3.3,"P","3",179.978271484375,34.440725,1.677,"2",143813.31705893,667021.540572089,0,2400,0,50566.6666666667,49435.4732861432,0,25715.4224067926,0,148767.918055508,63477.4558368721,136816.320590428,0,52319.1103264534,266.666666666667,200
"2",11,"P","2",146.228164672852,82.22503,0.258,"1",174835.455798319,697407.679680416,51332.6447457728,0,0,5721.13962272803,70369.5554224153,0,32972.8327649335,0,137591.911753674,107783.020164781,0,0,0,20995.993638287,0
"2",2.55,"P","2",21.113317489624,14.21438,3.44,"2",110529.045800261,152555.53576944,163012.361053779,221314.20327111,432609.35549764,106559.370997812,207470.685047447,0,0,0,629077.84176013,2066.66666666667,0,106234.222312468,21503.4937158693,164311.229186964,28671.9420572656
"2",4.19,"P","2",92.947380065918,61.37193,1.978,"2",40342.1583024164,20058.8767020536,23640.7032907009,0,0,0,0,0,221602.941737781,0,34026.8980926213,266254.502519003,19183.0761911968,0,0,0,4533.33333333333
"2",8.1,"P","2",123.189765930176,92.8125,0.043,"1",0,379889.405892157,0,3333.33333333333,0,84068.4025572108,11836.9887446364,0,333.333333333333,0,0,94207.5991264762,133.333333333333,780131.240963442,48953.6075541386,52953.7194206069,7533.33333333333
"2",4,"P","2",66.4895858764648,84.475329,0.3182,"1",0,2739.77743089199,0,0,0,66.6666666666667,3303.35710545381,0,43766.1336687136,0,0,41262.0609481547,149121.139893548,0,4933.33333333333,0,0
"2",3.35,"P","2",53.5685958862305,73.101585,11.61,"3",240077.672606494,127194.794046134,67030.3994974565,0,80638.9173089294,0,46504.0485426397,0,866.666666666667,0,83531.2596122871,292999.652091285,0,168740.385636768,15982.2584162156,124006.44642609,0
"2",9.5,"P","2",66.9875946044922,69.4188,1.29,"1",787020.775529591,322042.395623447,667386.554705699,44779.637575491,139000,32744.2361434301,4472.99419992293,0,0,0,574662.255886361,42936.7090132545,0,250502.297393194,16262.9499743867,6566.66666666667,12424.9738752842
"1",8,"P","3",146.342269897461,60.47505,1.548,"2",21094.2828327417,37453.1704152624,39127.6161660751,0,0,0,4466.66666666667,0,3894.48805878249,0,0,140119.511500412,64299.3953822608,100,9066.66666666667,0,0
"2",13.9,"P","2",219.811950683594,66.5625,0.989,"2",55023.2634426133,161466.663895097,0,0,0,2666.66666666667,168268.891709268,0,41979.6506668131,0,105335.807094622,116841.222871824,115099.900957538,147149.936971441,97727.2237354026,0,8966.66666666667
"2",5.55,"P","3",116.233734130859,60.47505,1.548,"2",47901.937791028,219082.851877905,0,0,0,0,41460.5552203041,0,0,0,47620.8106043671,7242.14215179284,4972.8677263173,4266.66666666667,55720.6609770025,0,0
"1",4.4,"P","2",55.0286979675293,12.9465,4.171,"2",1482723.60310439,339599.254328311,160827.576685863,290894.738073671,173106.581967737,0,730.194496115049,0,0,0,98362.0881530192,29935.7633694696,0,122847.75597473,88035.7271858181,64805.5474638318,81890.1262136281
"1",9.4,"P","2",72.4737854003906,80.59533,1.376,"1",0,0,0,80474.0333047385,0,0,62466.6666666667,0,329.104324181875,0,0,121805.157180639,366.666666666667,477846.961555878,0,93269.195415002,77182.3135079137
"1",3.7,"P","2",274.823883056641,19.74599,2.666,"2",7494.71682751707,203530.991127381,357.772154112657,0,3578.7854803161,22.4107138812542,33418.2195737914,0,431592.192419438,0,62079.0360466267,535071.149927652,307998.891403361,21036.3959647405,141399.770360381,133.333333333333,2833.33333333333
"1",8.1,"P","2",49.8424110412598,92.8125,1.376,"1",83642.8621353892,183986.060694615,18189.2608924638,6099.80690280596,0,0,303734.39354746,0,0,0,92161.431789763,101042.267187266,0,455308.964741385,2166.66666666667,0,0
"2",3,"P","2",243.471252441406,92.8125,1.677,"1",352468.169067107,527885.839584286,279359.561318534,0,169126.516854742,104980.754462965,45057.6666042708,0,225021.124255006,0,216363.238042,275165.365877637,0,331934.732000385,211898.449967899,5933.33333333333,20600
"2",18.85,"P","2",180.387985229492,92.8125,1.0664,"1",42563.5092802113,40934.6720490605,79149.0493807321,0,0,0,51909.3804133435,0,3416.63036947925,0,130101.367090115,31436.870315671,4015.61043659846,0,67645.31429708,0,6300
"2",9,"P","2",208.318389892578,16.80542,1.634,"3",130284.558183564,21984.7807016963,129279.093279107,18800,41542.023830919,55440.3719894622,231491.544381853,0,17633.3333333333,0,424190.251656461,27377.2778538677,67343.995894026,0,94927.0081421981,1900,11519.7787677248
"2",15.7,"P","2",133.146865844727,50.95007,0.688,"1",255607.444473478,133200,475927.354560482,0,237504.93610866,682.954721635906,5601.11096841283,0,23736.6970673592,0,126398.53549032,113904.284392563,0,2700,0,235178.883910196,8161.6006703116
"2",5,"P","2",34.3970565795898,12.142936,4.902,"3",821168.580159993,240604.171066238,327681.036120071,4233.33333333333,86407.2647635089,3300,7482.90331042544,0,33.3333333333333,0,318552.131144161,205230.750658567,2600,4741.51931007703,34980.4050739037,10721.2126908203,87137.0049295637
"1",9.2,"K/Ka","1",84.1926879882812,65.5313,1.6125,"1",508338.045760044,564061.602768203,44480.6143235861,0,91854.3602710764,21880.5791539062,12526.5687306722,99492.0336972321,237622.633593077,0,197053.256328656,175285.178474892,244255.810794687,33.3333333333333,84636.2121970556,7958.26083123684,2408.95910759767
"2",14.5,"P","3",176.278213500977,19.74599,2.666,"2",36176.8458734058,654142.752844053,7230.87703794396,0,2266.66666666667,102760.874242665,1522485.69063992,0,2833.33333333333,0,13206.7091050558,17489.6783371766,231115.239392674,0,1303.77334941489,33.3333333333333,4300
"2",4.4,"P","3",257.444519042969,53.33288,2.451,"1",279788.019984557,471569.363730743,56975.4284857337,0,2066.66666666667,4940.99870723827,23862.2327329455,0,3633.33333333333,0,184215.322998867,45664.9671032326,18231.2764165904,0,259906.48789643,0,61292.6000934808
"1",2.35,"P","2",212.493957519531,92.8125,1.677,"1",83309.1471619919,451172.239491763,0,0,9033.33333333333,11438.8548425399,146439.195176672,0,105754.256288956,0,47260.0770342223,465588.045831175,33.3333333333333,149591.707523788,36308.802139664,41370.0406836035,33.3333333333333
"2",7.3,"P","2",265.23046875,31.26994,1.935,"1",4200,44543.5379433368,5566.66666666667,0,7500,0,57067.328250835,0,66.6666666666667,0,0,48642.1276707823,12504.7328477415,0,2566.66666666667,0,0
"1",13,"P","2",56.4141845703125,92.8125,0.9288,"1",0,0,0,3133.33333333333,0,0,28233.3333333333,0,0,0,16066.6666666667,32861.1969987551,0,28766.6666666667,0,18600,0
"1",32,"P","2",55.822868347168,92.8125,0.9288,"1",98415.7880487541,204494.295879925,40831.171863656,65343.6824337967,0,0,2000,0,366.666666666667,0,181331.95462268,122458.426861326,1000,269056.556157163,103881.254599267,17775.9458229877,15178.3931999545
"2",21.05,"P","2",159.023727416992,45.3126,1.806,"2",147573.044496275,333767.886305821,0,0,15141.2979843716,20451.9870420297,48543.0849868571,0,1966.66666666667,0,253856.206248183,157173.943132581,6244.99162926028,2566.66666666667,183807.610382768,33.3333333333333,433.333333333333
"1",11.2,"P","2",63.6841506958008,72.978175,1.376,"1",752736.387689063,409008.768667006,455888.168724174,18128.436407571,152960.883385213,0,333.333333333333,0,100,0,338961.676964589,67892.1513445054,33.3333333333333,79495.6290153743,121856.893400863,4533.33333333333,2500
"2",9,"P","3",212.554962158203,40.3407,1.548,"2",214423.180319654,803905.579703447,35700,0,0,3666.66666666667,100,0,32025.5316147891,0,66798.6926274432,120566.410350831,10100,0,96134.2816755486,0,2333.33333333333
"2",31.85,"P","2",89.1652069091797,70.77502,3.096,"1",697758.556491151,445206.247008521,448786.497510081,0,0,11328.6552928543,36511.69349025,0,40929.7443569948,0,331449.886782227,127499.02374583,33.3333333333333,56814.2613964233,49418.9067735026,5300,178509.7699356
"2",17,"P","2",127.344741821289,83.38128,0.258,"1",761705.396914218,762696.237451363,255603.07515029,5469.54049530129,98115.0180863372,0,7199.32516117891,0,8812.66574237003,0,259848.666317463,176645.538699829,0,239211.495842751,89003.5282279054,15578.426467833,8798.20284115461
"1",36,"P","3",184.761611938477,19.74599,2.666,"2",379737.373686949,1059711.7250283,145301.845268948,0,25800,11566.6666666667,114266.107004702,0,50484.6230025403,0,185573.3384582,149180.824808575,276173.453547149,300,159215.043560791,4466.66666666667,6255.10244177033
"2",4.5,"P","2",77.5367736816406,92.8125,2.064,"1",126435.739295233,493283.90795092,56713.4033746008,33610.281867045,57912.5740962724,0,2539.25703189646,0,1400,0,51403.0693278648,75925.4373838504,522.941919167837,1029563.23340837,52814.8922860118,41014.1983131568,103388.169892703
"2",3.5,"P","2",119.175727844238,84.023475,1.29,"1",0,0,0,0,0,0,12366.6666666667,0,0,0,34400,56697.4533694253,5400,46233.3333333333,0,0,0
"2",5,"P","2",212.212677001953,66.5625,0.989,"2",35142.378778259,86861.1121188849,0,0,0,0,23133.3333333333,0,4070.18333760401,0,58888.7051719551,57921.0005985296,5957.9871895723,0,40607.5893350566,0,0
"2",3.75,"P","2",13.6449708938599,14.21438,3.44,"2",850815.115476992,287785.495180481,110741.023281146,16297.8701026363,301635.522792705,9487.42524160431,4092.79387630522,0,133.333333333333,0,294433.769377993,38257.8781311318,100,8041.75560300549,3605.59999843827,0,0
"2",13,"K/Ka","1",89.1974258422852,20.66434,2.15,"3",538538.602888346,170442.35563447,4051.29332931004,3582.652815183,359868.776933637,19890.4049698108,44984.1400196155,0,2910.93858155267,0,126433.869531228,35268.8807404134,59587.9391587436,0,55790.8872212389,0,111579.102626457
"2",49,"K","1",88.5946044921875,12.033618,1.634,"2",412247.092257582,10544.0038971021,389114.737797806,3466.66666666667,0,0,12704.7059758067,0,4800,0,129045.527411893,186971.061858224,0,1933.33333333333,15655.9604399061,0,22440.3410076586
"1",6,"P","2",53.314079284668,80.2938,1.032,"1",8484.42687988281,178121.802001175,95598.6852046752,29100.127963225,0,3752.84758714261,7988.35599586989,0,0,0,95097.6416046547,163948.797981833,33.3333333333333,582942.926445199,8366.66666666667,10056.7483872175,67598.8249537845
"1",4.35,"P","2",58.7839660644531,92.8125,1.118,"1",78466.6666666667,38394.0838817177,174327.9288747,0,200,0,42165.4761336414,0,2566.66666666667,0,11140.8488177384,205854.769006135,1366.66666666667,257269.978889794,48988.6159639534,1300,333.333333333333
"2",3.5,"P","3",200.273666381836,26.55632,1.72,"1",241716.414772816,594521.827668928,0,0,13700,11243.4772574653,102026.264557777,0,18658.958162119,0,61926.518233339,103868.223180284,236738.525084085,0,49337.888479193,0,2166.66666666667
"1",6,"P","2",84.8269729614258,92.8125,1.29,"1",26685.8099485926,93563.7182830487,217412.892945514,49428.4029266147,0,0,0,0,166.666666666667,0,232145.256883952,113677.425452958,0,637502.548853793,338806.989187922,0,5270.63861742887
"1",5,"P","2",52.0894393920898,71.831295,2.279,"2",493895.526336538,607572.64413134,140762.519344417,67238.2540917373,88966.6666666667,0,5772.22045985982,0,33.3333333333333,0,225093.316793505,114527.721812646,33.3333333333333,22700.9534587463,68379.0748791546,35794.6087341717,102892.348505261
"1",6.9,"P","3",220.809463500977,72.193776,2.1328,"1",26081.5681579833,172119.182310936,33.3333333333333,0,6766.66666666667,0,4333.33333333333,0,82408.663823638,0,45790.2006544702,246554.316378074,195882.638889202,0,129755.638590789,0,0
"2",0.4,"P","2",197.690643310547,22.5938,2.3822,"1",7464.30916175244,10581.9590267813,0,4239.21984685585,6533.33333333333,0,3143.54849920298,0,233.333333333333,0,0,136207.444259478,100,0,0,0,133.333333333333
"2",8,"P","2",91.0356140136719,86.95315,0.774,"1",14026.3751034682,868640.749519466,100069.034248649,30365.779435883,0,11633.3333333333,186730.979052306,0,166.666666666667,0,12766.6666666667,127623.794030284,4464.26374655318,271283.985957707,28159.8935606113,69874.3399719242,9100
"1",7,"P","2",75.0864562988281,92.8125,0.946,"1",0,33.3333333333333,0,32033.3333333333,0,0,28558.1979510568,0,200,0,15000,85805.0987457779,137.697803974152,416492.643346242,66.6666666666667,27584.7872028748,61277.1752927452
"1",5.4,"P","3",162.965957641602,32.03132,2.0382,"1",29300.3549355781,72800,33292.8128899774,0,166.666666666667,166.666666666667,4107.90632552234,0,3320.67974964933,0,7500,270869.583215671,15357.7676951885,0,84480.7101285085,0,66.6666666666667
"2",3.4,"P","3",98.5802459716797,17.11544,1.548,"3",455078.763439906,1411141.88738795,25144.4403043638,0,115118.164075536,69452.2450960319,478838.045197774,0,20799.4009430831,0,111131.188514205,18455.4752346972,188665.227836059,0,62320.8062910785,6098.50195160058,55533.3333333333
"2",22,"K","2",50.4340515136719,13.658216,2.494,"2",1024991.22126605,299235.977059284,232823.554772041,0,137726.893663881,0,5500,0,600,0,44711.3139194287,220062.99633064,0,3140.99510150651,54273.3609903604,26176.2745882152,61357.4823250761
"2",6.4,"P","2",76.1279602050781,92.8125,1.118,"1",28995.0983675653,99649.4875206146,2733.92785914863,0,233.333333333333,7200,44484.3167008832,0,54245.264037683,0,20030.6737676719,178238.764458305,11006.1394264301,8772.89249623815,10142.8307551415,5915.11504987429,0
"1",0.85,"P","3",43.2037582397461,60.47505,1.548,"2",10166.6666666667,63333.2314948241,3257.57636950196,0,21400,33.3333333333333,19292.6032160292,0,93970.4969799252,0,22507.1038755355,279262.737876903,130031.090101615,0,11566.6666666667,0,0
"1",18,"P","2",61.4087295532227,80.59533,1.376,"1",69166.2938635952,0,582487.612568162,89067.6825735097,0,0,10630.134599231,0,0,0,517593.399502084,92204.0961502547,33.3333333333333,1126393.14643139,36240.4098380047,8819.18550394475,27777.7224849289
"1",8,"P","2",59.8854675292969,92.8125,0.9288,"1",764466.765052051,131214.675365303,137116.536080776,16000,25187.8447575291,0,1766.66666666667,0,33.3333333333333,0,195867.516960722,59709.7880043089,633.333333333333,214656.619690219,132534.241063339,133.333333333333,263937.993806616
"2",7,"P","3",52.4725151062012,68.673455,2.15,"2",553616.7202791,7671.79297834324,268245.009131353,8666.66666666667,13053.0362774834,0,13856.7794081435,0,31920.20513316,0,280550.603166318,148665.988236169,9016.26390218735,146407.246178771,68938.6517603571,15044.1753920488,123114.621303432
"2",10,"P","3",156.10871887207,28.28132,3.053,"1",149252.017477574,391421.135065222,0,3433.33333333333,0,2273.17136699852,77763.2776275811,0,100,0,217234.971875758,60993.7177156874,33.3333333333333,0,159406.699441466,133.333333333333,1697.71259448801
"1",6.9,"P","3",221.930648803711,19.74599,2.666,"2",9285.59650424171,266971.350717145,0,0,0,5449.5113107838,44964.7322929003,0,44093.1473968895,0,22233.3333333333,82611.204309356,78216.9991359739,0,1500.3525364591,0,28273.4995969588
"2",5.9,"P","2",45.1811027526855,85.78128,1.032,"1",18166.6666666667,1095256.09955231,63166.6666666667,0,211933.333333333,57266.6666666667,123807.736682643,0,29039.7198792547,0,110871.500941252,269116.588536875,300,28487.7077465411,34166.6666666667,1892.460440984,47665.8053335113
"2",19.4,"P","3",169.517791748047,13.28666,1.548,"2",300912.593511934,417993.364781873,0,5366.66666666667,7166.66666666667,0,15166.6666666667,0,2933.33333333333,0,37064.2681612944,129243.243122209,7766.66666666667,0,207189.424053193,0,9633.33333333333
"1",4.2,"P","2",49.5770225524902,92.8125,0.9288,"1",268212.52937366,75953.8303610388,304598.689749851,0,0,0,0,0,0,0,26067.7599337689,51987.9610991726,0,2433.33333333333,3200,0,229077.69551212
"2",27,"K","2",137.341857910156,11.710452,2.15,"2",701126.144695861,175007.338461361,407843.138529576,0,0,0,4200,0,2100,0,239370.697690946,57638.5633193383,0,2552.34760090453,41866.6666666667,4133.33333333333,0
